Mes;Provincia;Municipio;Habitantes2021;Paro.Agricultura;Paro.Industria;Paro.Construcción;Paro.Servicios;ParoTotal;ParoMayoritario;Porcentaje_Paro_Municipio
3;Alicante/Alacant;Catral;8880;41;190;62;436;817;Servicios;9,2
4;Alicante/Alacant;Catral;8880;39;191;59;452;831;Servicios;9,36
5;Alicante/Alacant;Catral;8880;40;191;63;448;835;Servicios;9,4
6;Alicante/Alacant;Catral;8880;41;180;63;424;802;Servicios;9,03
7;Alicante/Alacant;Catral;8880;39;185;60;432;808;Servicios;9,1
8;Alicante/Alacant;Catral;8880;42;212;61;455;864;Servicios;9,73
9;Alicante/Alacant;Catral;8880;39;190;56;444;827;Servicios;9,31
10;Alicante/Alacant;Catral;8880;41;174;52;425;795;Servicios;8,95
11;Alicante/Alacant;Catral;8880;38;174;50;393;749;Servicios;8,43
12;Alicante/Alacant;Catral;8880;36;149;52;376;694;Servicios;7,82
1;Alicante/Alacant;Cocentaina;11451;24;229;75;653;1047;Servicios;9,14
2;Alicante/Alacant;Cocentaina;11451;27;224;80;668;1063;Servicios;9,28
3;Alicante/Alacant;Cocentaina;11451;26;213;78;652;1034;Servicios;9,03
4;Alicante/Alacant;Cocentaina;11451;25;214;81;653;1041;Servicios;9,09
5;Alicante/Alacant;Cocentaina;11451;27;208;84;643;1033;Servicios;9,02
6;Alicante/Alacant;Cocentaina;11451;29;200;87;620;1007;Servicios;8,79
7;Alicante/Alacant;Cocentaina;11451;29;203;90;634;1030;Servicios;8,99
8;Alicante/Alacant;Cocentaina;11451;28;212;97;637;1046;Servicios;9,13
9;Alicante/Alacant;Cocentaina;11451;28;206;92;607;1005;Servicios;8,78
10;Alicante/Alacant;Cocentaina;11451;28;200;83;596;981;Servicios;8,57
11;Alicante/Alacant;Cocentaina;11451;24;185;78;564;917;Servicios;8,01
12;Alicante/Alacant;Cocentaina;11451;24;185;76;533;870;Servicios;7,6
1;Alicante/Alacant;Confrides;271;3;2;1;21;29;Servicios;10,7
2;Alicante/Alacant;Confrides;271;3;2;1;22;30;Servicios;11,07
3;Alicante/Alacant;Confrides;271;3;2;1;22;30;Servicios;11,07
4;Alicante/Alacant;Confrides;271;2;2;1;25;32;Servicios;11,81
5;Alicante/Alacant;Confrides;271;3;2;1;28;36;Servicios;13,28
6;Alicante/Alacant;Confrides;271;1;2;2;28;35;Servicios;12,92
7;Alicante/Alacant;Confrides;271;1;2;2;29;36;Servicios;13,28
8;Alicante/Alacant;Confrides;271;0;2;2;30;36;Servicios;13,28
9;Alicante/Alacant;Confrides;271;1;2;2;29;36;Servicios;13,28
10;Alicante/Alacant;Confrides;271;2;2;1;23;29;Servicios;10,7
11;Alicante/Alacant;Confrides;271;3;1;1;20;26;Servicios;9,59
12;Alicante/Alacant;Confrides;271;3;1;1;19;25;Servicios;9,23
1;Alicante/Alacant;Cox;7427;49;67;35;385;583;Servicios;7,85
2;Alicante/Alacant;Cox;7427;47;65;33;386;576;Servicios;7,76
3;Alicante/Alacant;Cox;7427;50;69;29;378;571;Servicios;7,69
4;Alicante/Alacant;Cox;7427;52;71;31;371;574;Servicios;7,73
5;Alicante/Alacant;Cox;7427;50;73;26;352;544;Servicios;7,32
6;Alicante/Alacant;Cox;7427;60;75;27;374;577;Servicios;7,77
7;Alicante/Alacant;Cox;7427;58;75;30;412;618;Servicios;8,32
8;Alicante/Alacant;Cox;7427;63;89;33;410;638;Servicios;8,59
9;Alicante/Alacant;Cox;7427;59;74;30;418;627;Servicios;8,44
10;Alicante/Alacant;Cox;7427;49;72;27;400;599;Servicios;8,07
11;Alicante/Alacant;Cox;7427;43;68;24;358;548;Servicios;7,38
12;Alicante/Alacant;Cox;7427;38;63;28;329;504;Servicios;6,79
1;Alicante/Alacant;Crevillent;29717;134;1015;237;1805;3591;Servicios;12,08
2;Alicante/Alacant;Crevillent;29717;133;999;234;1826;3589;Servicios;12,08
3;Alicante/Alacant;Crevillent;29717;128;985;230;1783;3518;Servicios;11,84
4;Alicante/Alacant;Crevillent;29717;120;976;219;1777;3496;Servicios;11,76
5;Alicante/Alacant;Crevillent;29717;113;953;213;1771;3450;Servicios;11,61
6;Alicante/Alacant;Crevillent;29717;123;961;207;1764;3457;Servicios;11,63
7;Alicante/Alacant;Crevillent;29717;139;976;222;1810;3552;Servicios;11,95
8;Alicante/Alacant;Crevillent;29717;147;1037;234;1834;3657;Servicios;12,31
9;Alicante/Alacant;Crevillent;29717;138;991;218;1779;3531;Servicios;11,88
10;Alicante/Alacant;Crevillent;29717;142;940;222;1794;3507;Servicios;11,8
11;Alicante/Alacant;Crevillent;29717;131;882;210;1695;3292;Servicios;11,08
12;Alicante/Alacant;Crevillent;29717;115;849;199;1612;3115;Servicios;10,48
1;Alicante/Alacant;Daya Nueva;1757;6;19;12;97;150;Servicios;8,54
2;Alicante/Alacant;Daya Nueva;1757;6;19;12;99;152;Servicios;8,65
3;Alicante/Alacant;Daya Nueva;1757;5;17;10;102;150;Servicios;8,54
4;Alicante/Alacant;Daya Nueva;1757;4;19;10;109;157;Servicios;8,94
5;Alicante/Alacant;Daya Nueva;1757;4;17;10;105;151;Servicios;8,59
6;Alicante/Alacant;Daya Nueva;1757;5;17;9;101;148;Servicios;8,42
7;Alicante/Alacant;Daya Nueva;1757;7;15;11;107;155;Servicios;8,82
8;Alicante/Alacant;Daya Nueva;1757;7;15;14;107;159;Servicios;9,05
9;Alicante/Alacant;Daya Nueva;1757;5;16;10;105;152;Servicios;8,65
10;Alicante/Alacant;Daya Nueva;1757;3;16;8;105;148;Servicios;8,42
11;Alicante/Alacant;Daya Nueva;1757;2;16;11;102;143;Servicios;8,14
12;Alicante/Alacant;Daya Nueva;1757;2;16;14;92;136;Servicios;7,74
1;Alicante/Alacant;Daya Vieja;707;1;3;3;26;35;Servicios;4,95
2;Alicante/Alacant;Daya Vieja;707;1;3;3;27;37;Servicios;5,23
3;Alicante/Alacant;Daya Vieja;707;1;2;4;26;36;Servicios;5,09
4;Alicante/Alacant;Daya Vieja;707;1;1;4;30;39;Servicios;5,52
5;Alicante/Alacant;Daya Vieja;707;1;1;4;28;36;Servicios;5,09
6;Alicante/Alacant;Daya Vieja;707;1;2;5;26;36;Servicios;5,09
7;Alicante/Alacant;Daya Vieja;707;1;1;3;23;30;Servicios;4,24
8;Alicante/Alacant;Daya Vieja;707;1;2;3;22;30;Servicios;4,24
9;Alicante/Alacant;Daya Vieja;707;1;3;3;28;37;Servicios;5,23
10;Alicante/Alacant;Daya Vieja;707;1;3;3;28;38;Servicios;5,37
11;Alicante/Alacant;Daya Vieja;707;1;3;3;23;33;Servicios;4,67
12;Alicante/Alacant;Daya Vieja;707;1;3;4;21;32;Servicios;4,53
1;Alicante/Alacant;Dénia;42953;38;205;490;3415;4372;Servicios;10,18
2;Alicante/Alacant;Dénia;42953;35;208;483;3563;4518;Servicios;10,52
3;Alicante/Alacant;Dénia;42953;34;201;474;3363;4304;Servicios;10,02
4;Alicante/Alacant;Dénia;42953;37;196;467;3341;4264;Servicios;9,93
5;Alicante/Alacant;Dénia;42953;37;178;444;3100;3972;Servicios;9,25
6;Alicante/Alacant;Dénia;42953;35;173;431;2775;3616;Servicios;8,42
7;Alicante/Alacant;Dénia;42953;33;158;434;2625;3442;Servicios;8,01
8;Alicante/Alacant;Dénia;42953;32;167;451;2638;3477;Servicios;8,09
9;Alicante/Alacant;Dénia;42953;34;166;451;2850;3689;Servicios;8,59
10;Alicante/Alacant;Dénia;42953;35;185;444;2968;3820;Servicios;8,89
11;Alicante/Alacant;Dénia;42953;38;177;415;2892;3693;Servicios;8,6
12;Alicante/Alacant;Dénia;42953;34;161;393;2769;3509;Servicios;8,17
1;Alicante/Alacant;Dolores;7620;53;157;90;434;829;Servicios;10,88
2;Alicante/Alacant;Dolores;7620;46;156;85;442;821;Servicios;10,77
3;Alicante/Alacant;Dolores;7620;48;151;86;431;809;Servicios;10,62
4;Alicante/Alacant;Dolores;7620;46;149;81;417;789;Servicios;10,35
5;Alicante/Alacant;Dolores;7620;59;156;77;408;798;Servicios;10,47
6;Alicante/Alacant;Dolores;7620;58;165;79;411;812;Servicios;10,66
7;Alicante/Alacant;Dolores;7620;60;172;80;413;825;Servicios;10,83
8;Alicante/Alacant;Dolores;7620;60;186;84;422;857;Servicios;11,25
9;Alicante/Alacant;Dolores;7620;56;171;84;399;817;Servicios;10,72
10;Alicante/Alacant;Dolores;7620;50;171;80;396;809;Servicios;10,62
11;Alicante/Alacant;Dolores;7620;45;161;75;380;768;Servicios;10,08
12;Alicante/Alacant;Dolores;7620;47;145;73;362;722;Servicios;9,48
1;Alicante/Alacant;Elche/Elx;234205;1076;5872;2034;16031;27175;Servicios;11,6
2;Alicante/Alacant;Elche/Elx;234205;1065;5879;1956;16257;27305;Servicios;11,66
3;Alicante/Alacant;Elche/Elx;234205;1034;5833;1887;15956;26859;Servicios;11,47
4;Alicante/Alacant;Elche/Elx;234205;1010;5769;1873;15905;26747;Servicios;11,42
5;Alicante/Alacant;Elche/Elx;234205;979;5690;1845;15432;26095;Servicios;11,14
6;Alicante/Alacant;Elche/Elx;234205;1023;5536;1866;15442;26032;Servicios;11,12
7;Alicante/Alacant;Elche/Elx;234205;1025;5473;1924;15362;25926;Servicios;11,07
8;Alicante/Alacant;Elche/Elx;234205;1028;5784;2031;15523;26524;Servicios;11,33
9;Alicante/Alacant;Elche/Elx;234205;953;5536;1922;15180;25760;Servicios;11
10;Alicante/Alacant;Elche/Elx;234205;942;5392;1902;15136;25557;Servicios;10,91
11;Alicante/Alacant;Elche/Elx;234205;937;4988;1771;14277;23973;Servicios;10,24
12;Alicante/Alacant;Elche/Elx;234205;900;4858;1766;13728;23027;Servicios;9,83
1;Alicante/Alacant;Elda;52551;227;1656;361;3509;6403;Servicios;12,18
2;Alicante/Alacant;Elda;52551;239;1645;372;3544;6471;Servicios;12,31
3;Alicante/Alacant;Elda;52551;241;1645;359;3519;6438;Servicios;12,25
4;Alicante/Alacant;Elda;52551;241;1607;362;3494;6399;Servicios;12,18
5;Alicante/Alacant;Elda;52551;225;1579;357;3365;6235;Servicios;11,86
6;Alicante/Alacant;Elda;52551;233;1543;349;3339;6190;Servicios;11,78
7;Alicante/Alacant;Elda;52551;235;1562;367;3362;6266;Servicios;11,92
8;Alicante/Alacant;Elda;52551;230;1581;383;3472;6427;Servicios;12,23
9;Alicante/Alacant;Elda;52551;227;1545;373;3377;6290;Servicios;11,97
10;Alicante/Alacant;Elda;52551;229;1490;372;3360;6240;Servicios;11,87
11;Alicante/Alacant;Elda;52551;224;1395;354;3186;5854;Servicios;11,14
12;Alicante/Alacant;Elda;52551;213;1359;344;3032;5547;Servicios;10,56
1;Alicante/Alacant;Facheca;105;0;1;0;6;8;Servicios;7,62
2;Alicante/Alacant;Facheca;105;0;1;0;6;8;Servicios;7,62
3;Alicante/Alacant;Facheca;105;0;1;0;6;8;Servicios;7,62
4;Alicante/Alacant;Facheca;105;0;1;0;6;8;Servicios;7,62
5;Alicante/Alacant;Facheca;105;0;1;0;7;9;Servicios;8,57
6;Alicante/Alacant;Facheca;105;0;1;0;6;7;Servicios;6,67
7;Alicante/Alacant;Facheca;105;0;1;0;7;9;Servicios;8,57
8;Alicante/Alacant;Facheca;105;0;2;0;6;9;Servicios;8,57
9;Alicante/Alacant;Facheca;105;0;2;0;6;9;Servicios;8,57
10;Alicante/Alacant;Facheca;105;0;3;0;7;11;Servicios;10,48
11;Alicante/Alacant;Facheca;105;0;1;1;7;10;Servicios;9,52
12;Alicante/Alacant;Facheca;105;0;1;1;5;8;Servicios;7,62
1;Alicante/Alacant;Famorca;45;0;0;0;0;0;Agricultura;0
2;Alicante/Alacant;Famorca;45;0;0;0;0;0;Agricultura;0
3;Alicante/Alacant;Famorca;45;0;0;0;0;0;Agricultura;0
4;Alicante/Alacant;Famorca;45;0;0;0;1;1;Servicios;2,22
5;Alicante/Alacant;Famorca;45;0;0;0;1;1;Servicios;2,22
6;Alicante/Alacant;Famorca;45;0;0;0;1;1;Servicios;2,22
7;Alicante/Alacant;Famorca;45;0;0;0;1;1;Servicios;2,22
8;Alicante/Alacant;Famorca;45;0;0;0;0;0;Agricultura;0
9;Alicante/Alacant;Famorca;45;0;0;0;0;0;Agricultura;0
10;Alicante/Alacant;Famorca;45;0;0;0;1;1;Servicios;2,22
11;Alicante/Alacant;Famorca;45;0;0;0;1;1;Servicios;2,22
12;Alicante/Alacant;Famorca;45;0;0;0;0;0;Agricultura;0
1;Alicante/Alacant;Finestrat;7402;5;17;31;552;619;Servicios;8,36
2;Alicante/Alacant;Finestrat;7402;4;22;33;584;659;Servicios;8,9
3;Alicante/Alacant;Finestrat;7402;4;21;34;568;645;Servicios;8,71
4;Alicante/Alacant;Finestrat;7402;1;19;36;551;624;Servicios;8,43
5;Alicante/Alacant;Finestrat;7402;1;19;34;507;579;Servicios;7,82
6;Alicante/Alacant;Finestrat;7402;1;15;35;460;530;Servicios;7,16
7;Alicante/Alacant;Finestrat;7402;1;13;34;409;473;Servicios;6,39
8;Alicante/Alacant;Finestrat;7402;1;12;41;395;463;Servicios;6,26
9;Alicante/Alacant;Finestrat;7402;2;14;36;426;492;Servicios;6,65
10;Alicante/Alacant;Finestrat;7402;2;14;36;458;524;Servicios;7,08
11;Alicante/Alacant;Finestrat;7402;2;13;33;439;501;Servicios;6,77
12;Alicante/Alacant;Finestrat;7402;2;11;31;445;496;Servicios;6,7
1;Alicante/Alacant;Fondó de les Neus, el/Hondón de las Nieves;2634;18;30;7;94;167;Servicios;6,34
2;Alicante/Alacant;Fondó de les Neus, el/Hondón de las Nieves;2634;18;27;6;93;163;Servicios;6,19
3;Alicante/Alacant;Fondó de les Neus, el/Hondón de las Nieves;2634;19;29;4;95;166;Servicios;6,3
4;Alicante/Alacant;Fondó de les Neus, el/Hondón de las Nieves;2634;19;27;4;100;169;Servicios;6,42
5;Alicante/Alacant;Fondó de les Neus, el/Hondón de las Nieves;2634;22;29;3;94;167;Servicios;6,34
6;Alicante/Alacant;Fondó de les Neus, el/Hondón de las Nieves;2634;21;29;3;93;163;Servicios;6,19
7;Alicante/Alacant;Fondó de les Neus, el/Hondón de las Nieves;2634;21;27;4;91;159;Servicios;6,04
8;Alicante/Alacant;Fondó de les Neus, el/Hondón de las Nieves;2634;18;27;6;97;165;Servicios;6,26
9;Alicante/Alacant;Fondó de les Neus, el/Hondón de las Nieves;2634;16;25;7;91;156;Servicios;5,92
10;Alicante/Alacant;Fondó de les Neus, el/Hondón de las Nieves;2634;16;26;6;90;156;Servicios;5,92
11;Alicante/Alacant;Fondó de les Neus, el/Hondón de las Nieves;2634;16;23;4;79;139;Servicios;5,28
12;Alicante/Alacant;Fondó de les Neus, el/Hondón de las Nieves;2634;21;23;8;78;145;Servicios;5,5
1;Alicante/Alacant;Formentera del Segura;4337;23;31;46;257;386;Servicios;8,9
2;Alicante/Alacant;Formentera del Segura;4337;20;29;43;252;372;Servicios;8,58
3;Alicante/Alacant;Formentera del Segura;4337;20;30;41;243;362;Servicios;8,35
4;Alicante/Alacant;Formentera del Segura;4337;20;30;43;244;364;Servicios;8,39
5;Alicante/Alacant;Formentera del Segura;4337;18;28;39;240;349;Servicios;8,05
6;Alicante/Alacant;Formentera del Segura;4337;18;29;35;238;343;Servicios;7,91
7;Alicante/Alacant;Formentera del Segura;4337;12;30;30;240;336;Servicios;7,75
8;Alicante/Alacant;Formentera del Segura;4337;10;32;35;245;345;Servicios;7,95
9;Alicante/Alacant;Formentera del Segura;4337;12;31;32;245;344;Servicios;7,93
10;Alicante/Alacant;Formentera del Segura;4337;15;32;28;246;349;Servicios;8,05
11;Alicante/Alacant;Formentera del Segura;4337;19;29;26;239;338;Servicios;7,79
12;Alicante/Alacant;Formentera del Segura;4337;16;28;25;227;316;Servicios;7,29
1;Alicante/Alacant;Gaianes;505;2;5;3;21;33;Servicios;6,53
2;Alicante/Alacant;Gaianes;505;2;5;3;22;34;Servicios;6,73
3;Alicante/Alacant;Gaianes;505;2;5;3;20;32;Servicios;6,34
4;Alicante/Alacant;Gaianes;505;2;5;3;20;32;Servicios;6,34
5;Alicante/Alacant;Gaianes;505;2;5;3;23;35;Servicios;6,93
6;Alicante/Alacant;Gaianes;505;2;4;3;25;36;Servicios;7,13
7;Alicante/Alacant;Gaianes;505;2;4;3;24;35;Servicios;6,93
8;Alicante/Alacant;Gaianes;505;1;4;3;25;36;Servicios;7,13
9;Alicante/Alacant;Gaianes;505;1;4;4;24;36;Servicios;7,13
10;Alicante/Alacant;Gaianes;505;1;5;4;24;37;Servicios;7,33
11;Alicante/Alacant;Gaianes;505;1;5;3;22;34;Servicios;6,73
12;Alicante/Alacant;Gaianes;505;1;5;3;23;34;Servicios;6,73
1;Alicante/Alacant;Gata de Gorgos;6223;13;34;47;326;447;Servicios;7,18
2;Alicante/Alacant;Gata de Gorgos;6223;13;37;46;327;450;Servicios;7,23
3;Alicante/Alacant;Gata de Gorgos;6223;14;36;46;332;455;Servicios;7,31
4;Alicante/Alacant;Gata de Gorgos;6223;14;38;53;322;452;Servicios;7,26
5;Alicante/Alacant;Gata de Gorgos;6223;12;36;50;298;421;Servicios;6,77
6;Alicante/Alacant;Gata de Gorgos;6223;11;38;53;277;405;Servicios;6,51
7;Alicante/Alacant;Gata de Gorgos;6223;12;37;56;265;394;Servicios;6,33
8;Alicante/Alacant;Gata de Gorgos;6223;9;39;59;267;396;Servicios;6,36
9;Alicante/Alacant;Gata de Gorgos;6223;11;38;58;274;403;Servicios;6,48
10;Alicante/Alacant;Gata de Gorgos;6223;15;38;60;286;422;Servicios;6,78
11;Alicante/Alacant;Gata de Gorgos;6223;15;35;50;276;400;Servicios;6,43
12;Alicante/Alacant;Gata de Gorgos;6223;16;34;48;256;377;Servicios;6,06
1;Alicante/Alacant;Gorga;261;0;2;1;13;17;Servicios;6,51
2;Alicante/Alacant;Gorga;261;0;2;1;15;19;Servicios;7,28
3;Alicante/Alacant;Gorga;261;0;1;1;13;16;Servicios;6,13
4;Alicante/Alacant;Gorga;261;0;1;1;13;16;Servicios;6,13
5;Alicante/Alacant;Gorga;261;0;1;1;19;22;Servicios;8,43
6;Alicante/Alacant;Gorga;261;0;1;1;21;24;Servicios;9,2
7;Alicante/Alacant;Gorga;261;1;1;1;20;24;Servicios;9,2
8;Alicante/Alacant;Gorga;261;2;1;1;22;27;Servicios;10,34
9;Alicante/Alacant;Gorga;261;2;1;1;21;26;Servicios;9,96
10;Alicante/Alacant;Gorga;261;2;1;1;22;27;Servicios;10,34
11;Alicante/Alacant;Gorga;261;2;1;0;20;24;Servicios;9,2
12;Alicante/Alacant;Gorga;261;2;1;1;19;24;Servicios;9,2
1;Alicante/Alacant;Granja de Rocamora;2609;14;30;19;139;211;Servicios;8,09
2;Alicante/Alacant;Granja de Rocamora;2609;13;31;20;142;215;Servicios;8,24
3;Alicante/Alacant;Granja de Rocamora;2609;14;29;17;142;211;Servicios;8,09
4;Alicante/Alacant;Granja de Rocamora;2609;18;28;16;140;210;Servicios;8,05
5;Alicante/Alacant;Granja de Rocamora;2609;17;30;20;144;220;Servicios;8,43
6;Alicante/Alacant;Granja de Rocamora;2609;15;29;17;125;195;Servicios;7,47
7;Alicante/Alacant;Granja de Rocamora;2609;16;28;16;128;197;Servicios;7,55
8;Alicante/Alacant;Granja de Rocamora;2609;16;29;19;132;204;Servicios;7,82
9;Alicante/Alacant;Granja de Rocamora;2609;19;30;17;136;211;Servicios;8,09
10;Alicante/Alacant;Granja de Rocamora;2609;11;35;19;147;223;Servicios;8,55
11;Alicante/Alacant;Granja de Rocamora;2609;13;29;17;136;205;Servicios;7,86
12;Alicante/Alacant;Granja de Rocamora;2609;11;26;11;134;191;Servicios;7,32
1;Alicante/Alacant;Guardamar del Segura;15983;50;90;129;1084;1392;Servicios;8,71
2;Alicante/Alacant;Guardamar del Segura;15983;57;90;132;1095;1412;Servicios;8,83
3;Alicante/Alacant;Guardamar del Segura;15983;55;84;131;1047;1355;Servicios;8,48
4;Alicante/Alacant;Guardamar del Segura;15983;53;83;126;1060;1362;Servicios;8,52
5;Alicante/Alacant;Guardamar del Segura;15983;54;74;119;982;1266;Servicios;7,92
6;Alicante/Alacant;Guardamar del Segura;15983;48;72;119;920;1193;Servicios;7,46
7;Alicante/Alacant;Guardamar del Segura;15983;46;76;107;851;1112;Servicios;6,96
8;Alicante/Alacant;Guardamar del Segura;15983;44;82;107;866;1131;Servicios;7,08
9;Alicante/Alacant;Guardamar del Segura;15983;45;76;106;926;1185;Servicios;7,41
10;Alicante/Alacant;Guardamar del Segura;15983;43;86;112;989;1261;Servicios;7,89
11;Alicante/Alacant;Guardamar del Segura;15983;39;82;103;952;1206;Servicios;7,55
12;Alicante/Alacant;Guardamar del Segura;15983;33;71;96;881;1109;Servicios;6,94
1;Alicante/Alacant;Hondón de los Frailes;1299;6;7;9;44;70;Servicios;5,39
2;Alicante/Alacant;Hondón de los Frailes;1299;5;8;10;45;72;Servicios;5,54
3;Alicante/Alacant;Hondón de los Frailes;1299;4;8;10;47;73;Servicios;5,62
4;Alicante/Alacant;Hondón de los Frailes;1299;6;8;8;48;74;Servicios;5,7
5;Alicante/Alacant;Hondón de los Frailes;1299;5;8;9;49;75;Servicios;5,77
6;Alicante/Alacant;Hondón de los Frailes;1299;5;8;8;48;73;Servicios;5,62
7;Alicante/Alacant;Hondón de los Frailes;1299;5;7;9;46;71;Servicios;5,47
8;Alicante/Alacant;Hondón de los Frailes;1299;4;7;11;45;71;Servicios;5,47
9;Alicante/Alacant;Hondón de los Frailes;1299;1;7;8;46;66;Servicios;5,08
10;Alicante/Alacant;Hondón de los Frailes;1299;1;10;8;44;67;Servicios;5,16
11;Alicante/Alacant;Hondón de los Frailes;1299;1;9;7;42;62;Servicios;4,77
12;Alicante/Alacant;Hondón de los Frailes;1299;1;9;6;38;56;Servicios;4,31
1;Alicante/Alacant;Ibi;23652;51;844;113;1010;2186;Servicios;9,24
2;Alicante/Alacant;Ibi;23652;51;804;105;1003;2139;Servicios;9,04
3;Alicante/Alacant;Ibi;23652;51;786;104;974;2090;Servicios;8,84
4;Alicante/Alacant;Ibi;23652;52;753;99;938;2030;Servicios;8,58
5;Alicante/Alacant;Ibi;23652;49;711;99;893;1930;Servicios;8,16
6;Alicante/Alacant;Ibi;23652;49;712;105;887;1926;Servicios;8,14
7;Alicante/Alacant;Ibi;23652;51;730;101;912;1965;Servicios;8,31
8;Alicante/Alacant;Ibi;23652;55;757;111;952;2051;Servicios;8,67
9;Alicante/Alacant;Ibi;23652;54;730;109;922;1988;Servicios;8,41
10;Alicante/Alacant;Ibi;23652;51;742;106;930;1998;Servicios;8,45
11;Alicante/Alacant;Ibi;23652;47;725;101;892;1915;Servicios;8,1
12;Alicante/Alacant;Ibi;23652;44;784;104;887;1947;Servicios;8,23
1;Alicante/Alacant;Jacarilla;2030;9;33;22;112;186;Servicios;9,16
2;Alicante/Alacant;Jacarilla;2030;9;30;22;115;186;Servicios;9,16
3;Alicante/Alacant;Jacarilla;2030;10;28;21;107;176;Servicios;8,67
4;Alicante/Alacant;Jacarilla;2030;9;29;17;107;172;Servicios;8,47
5;Alicante/Alacant;Jacarilla;2030;8;28;15;98;160;Servicios;7,88
6;Alicante/Alacant;Jacarilla;2030;6;27;15;100;158;Servicios;7,78
7;Alicante/Alacant;Jacarilla;2030;7;27;20;97;162;Servicios;7,98
8;Alicante/Alacant;Jacarilla;2030;7;28;25;101;172;Servicios;8,47
9;Alicante/Alacant;Jacarilla;2030;7;30;21;104;174;Servicios;8,57
10;Alicante/Alacant;Jacarilla;2030;7;27;20;98;165;Servicios;8,13
11;Alicante/Alacant;Jacarilla;2030;6;25;17;93;153;Servicios;7,54
12;Alicante/Alacant;Jacarilla;2030;7;23;17;82;139;Servicios;6,85
1;Alicante/Alacant;Jávea/Xàbia;27983;25;52;216;1627;2049;Servicios;7,32
2;Alicante/Alacant;Jávea/Xàbia;27983;24;54;206;1674;2092;Servicios;7,48
3;Alicante/Alacant;Jávea/Xàbia;27983;20;53;204;1558;1971;Servicios;7,04
4;Alicante/Alacant;Jávea/Xàbia;27983;20;53;207;1527;1935;Servicios;6,91
5;Alicante/Alacant;Jávea/Xàbia;27983;21;52;208;1396;1799;Servicios;6,43
6;Alicante/Alacant;Jávea/Xàbia;27983;21;50;202;1225;1617;Servicios;5,78
7;Alicante/Alacant;Jávea/Xàbia;27983;21;49;208;1157;1549;Servicios;5,54
8;Alicante/Alacant;Jávea/Xàbia;27983;21;50;216;1132;1534;Servicios;5,48
9;Alicante/Alacant;Jávea/Xàbia;27983;19;48;212;1190;1583;Servicios;5,66
10;Alicante/Alacant;Jávea/Xàbia;27983;18;46;216;1273;1671;Servicios;5,97
11;Alicante/Alacant;Jávea/Xàbia;27983;16;47;200;1267;1628;Servicios;5,82
12;Alicante/Alacant;Jávea/Xàbia;27983;15;41;182;1171;1488;Servicios;5,32
1;Alicante/Alacant;Jijona/Xixona;6861;5;249;29;188;492;Industria;7,17
2;Alicante/Alacant;Jijona/Xixona;6861;6;254;28;198;508;Industria;7,4
3;Alicante/Alacant;Jijona/Xixona;6861;6;245;25;189;487;Industria;7,1
4;Alicante/Alacant;Jijona/Xixona;6861;6;241;25;189;484;Industria;7,05
5;Alicante/Alacant;Jijona/Xixona;6861;6;226;25;181;460;Industria;6,7
6;Alicante/Alacant;Jijona/Xixona;6861;5;168;24;179;396;Servicios;5,77
7;Alicante/Alacant;Jijona/Xixona;6861;4;144;23;180;373;Servicios;5,44
8;Alicante/Alacant;Jijona/Xixona;6861;5;127;23;182;359;Servicios;5,23
9;Alicante/Alacant;Jijona/Xixona;6861;3;106;24;180;336;Servicios;4,9
10;Alicante/Alacant;Jijona/Xixona;6861;4;109;21;179;339;Servicios;4,94
11;Alicante/Alacant;Jijona/Xixona;6861;4;97;21;169;316;Servicios;4,61
12;Alicante/Alacant;Jijona/Xixona;6861;4;193;23;171;414;Industria;6,03
1;Alicante/Alacant;Llíber;883;2;1;4;21;32;Servicios;3,62
2;Alicante/Alacant;Llíber;883;2;1;4;24;35;Servicios;3,96
3;Alicante/Alacant;Llíber;883;2;1;4;28;39;Servicios;4,42
4;Alicante/Alacant;Llíber;883;2;1;3;27;37;Servicios;4,19
5;Alicante/Alacant;Llíber;883;2;0;3;31;40;Servicios;4,53
6;Alicante/Alacant;Llíber;883;2;0;3;31;40;Servicios;4,53
7;Alicante/Alacant;Llíber;883;3;0;4;27;39;Servicios;4,42
8;Alicante/Alacant;Llíber;883;3;0;4;23;35;Servicios;3,96
9;Alicante/Alacant;Llíber;883;2;0;3;22;32;Servicios;3,62
10;Alicante/Alacant;Llíber;883;2;0;3;19;28;Servicios;3,17
11;Alicante/Alacant;Llíber;883;2;0;3;16;24;Servicios;2,72
12;Alicante/Alacant;Llíber;883;0;0;3;14;18;Servicios;2,04
1;Alicante/Alacant;Lorcha/Orxa, l';584;2;12;2;20;37;Servicios;6,34
2;Alicante/Alacant;Lorcha/Orxa, l';584;2;12;2;21;38;Servicios;6,51
3;Alicante/Alacant;Lorcha/Orxa, l';584;2;10;2;21;36;Servicios;6,16
4;Alicante/Alacant;Lorcha/Orxa, l';584;2;10;2;21;36;Servicios;6,16
5;Alicante/Alacant;Lorcha/Orxa, l';584;1;10;3;22;37;Servicios;6,34
6;Alicante/Alacant;Lorcha/Orxa, l';584;1;10;3;22;36;Servicios;6,16
7;Alicante/Alacant;Lorcha/Orxa, l';584;1;10;3;24;38;Servicios;6,51
8;Alicante/Alacant;Lorcha/Orxa, l';584;1;11;3;22;37;Servicios;6,34
9;Alicante/Alacant;Lorcha/Orxa, l';584;1;10;3;23;37;Servicios;6,34
