Mes;Provincia;Municipio;Habitantes2021;Paro.Agricultura;Paro.Industria;Paro.Construcción;Paro.Servicios;ParoTotal;ParoMayoritario;Porcentaje_Paro_Municipio
1;Alicante/Alacant;Relleu;1173;6;4;13;51;78;Servicios;6,65
2;Alicante/Alacant;Relleu;1173;7;4;14;55;84;Servicios;7,16
3;Alicante/Alacant;Relleu;1173;7;3;15;58;87;Servicios;7,42
4;Alicante/Alacant;Relleu;1173;7;5;15;60;92;Servicios;7,84
5;Alicante/Alacant;Relleu;1173;6;5;14;60;92;Servicios;7,84
6;Alicante/Alacant;Relleu;1173;5;4;14;50;80;Servicios;6,82
7;Alicante/Alacant;Relleu;1173;5;4;15;52;82;Servicios;6,99
8;Alicante/Alacant;Relleu;1173;6;4;15;53;84;Servicios;7,16
9;Alicante/Alacant;Relleu;1173;6;4;14;56;85;Servicios;7,25
10;Alicante/Alacant;Relleu;1173;6;4;13;57;84;Servicios;7,16
11;Alicante/Alacant;Relleu;1173;6;4;11;50;74;Servicios;6,31
12;Alicante/Alacant;Relleu;1173;6;6;10;55;79;Servicios;6,73
1;Alicante/Alacant;Rojales;15978;29;70;113;588;832;Servicios;5,21
2;Alicante/Alacant;Rojales;15978;30;70;116;603;851;Servicios;5,33
3;Alicante/Alacant;Rojales;15978;27;67;116;579;821;Servicios;5,14
4;Alicante/Alacant;Rojales;15978;32;66;119;580;827;Servicios;5,18
5;Alicante/Alacant;Rojales;15978;34;67;115;551;794;Servicios;4,97
6;Alicante/Alacant;Rojales;15978;36;63;115;535;777;Servicios;4,86
7;Alicante/Alacant;Rojales;15978;41;59;111;512;749;Servicios;4,69
8;Alicante/Alacant;Rojales;15978;41;60;115;500;742;Servicios;4,64
9;Alicante/Alacant;Rojales;15978;39;60;109;513;746;Servicios;4,67
10;Alicante/Alacant;Rojales;15978;36;61;112;538;770;Servicios;4,82
11;Alicante/Alacant;Rojales;15978;31;51;102;505;711;Servicios;4,45
12;Alicante/Alacant;Rojales;15978;31;47;95;475;669;Servicios;4,19
1;Alicante/Alacant;Romana, la;2542;40;35;9;83;178;Servicios;7
2;Alicante/Alacant;Romana, la;2542;40;36;10;80;178;Servicios;7
3;Alicante/Alacant;Romana, la;2542;37;34;9;74;167;Servicios;6,57
4;Alicante/Alacant;Romana, la;2542;32;36;8;76;166;Servicios;6,53
5;Alicante/Alacant;Romana, la;2542;29;37;7;79;164;Servicios;6,45
6;Alicante/Alacant;Romana, la;2542;30;37;7;73;160;Servicios;6,29
7;Alicante/Alacant;Romana, la;2542;31;35;7;73;159;Servicios;6,25
8;Alicante/Alacant;Romana, la;2542;41;34;9;79;178;Servicios;7
9;Alicante/Alacant;Romana, la;2542;34;34;8;74;167;Servicios;6,57
10;Alicante/Alacant;Romana, la;2542;35;32;11;70;166;Servicios;6,53
11;Alicante/Alacant;Romana, la;2542;27;32;10;64;148;Servicios;5,82
12;Alicante/Alacant;Romana, la;2542;31;32;8;58;142;Servicios;5,59
1;Alicante/Alacant;Sagra;427;1;3;5;19;30;Servicios;7,03
2;Alicante/Alacant;Sagra;427;0;3;5;18;28;Servicios;6,56
3;Alicante/Alacant;Sagra;427;0;3;4;17;26;Servicios;6,09
4;Alicante/Alacant;Sagra;427;0;3;4;17;26;Servicios;6,09
5;Alicante/Alacant;Sagra;427;0;3;3;16;24;Servicios;5,62
6;Alicante/Alacant;Sagra;427;0;3;3;18;24;Servicios;5,62
7;Alicante/Alacant;Sagra;427;0;3;4;14;21;Servicios;4,92
8;Alicante/Alacant;Sagra;427;0;3;4;11;18;Servicios;4,22
9;Alicante/Alacant;Sagra;427;0;2;4;11;17;Servicios;3,98
10;Alicante/Alacant;Sagra;427;0;2;4;12;19;Servicios;4,45
11;Alicante/Alacant;Sagra;427;0;2;4;9;16;Servicios;3,75
12;Alicante/Alacant;Sagra;427;0;3;5;9;17;Servicios;3,98
1;Alicante/Alacant;Salinas;1642;6;56;9;90;170;Servicios;10,35
2;Alicante/Alacant;Salinas;1642;6;55;8;95;172;Servicios;10,48
3;Alicante/Alacant;Salinas;1642;6;51;9;97;171;Servicios;10,41
4;Alicante/Alacant;Salinas;1642;6;49;8;91;162;Servicios;9,87
5;Alicante/Alacant;Salinas;1642;3;49;8;84;153;Servicios;9,32
6;Alicante/Alacant;Salinas;1642;4;45;8;93;157;Servicios;9,56
7;Alicante/Alacant;Salinas;1642;5;47;8;89;157;Servicios;9,56
8;Alicante/Alacant;Salinas;1642;4;51;8;94;165;Servicios;10,05
9;Alicante/Alacant;Salinas;1642;4;55;8;95;170;Servicios;10,35
10;Alicante/Alacant;Salinas;1642;6;50;7;91;161;Servicios;9,81
11;Alicante/Alacant;Salinas;1642;8;51;7;91;165;Servicios;10,05
12;Alicante/Alacant;Salinas;1642;5;38;6;78;131;Servicios;7,98
1;Alicante/Alacant;San Fulgencio;8447;19;51;45;355;505;Servicios;5,98
2;Alicante/Alacant;San Fulgencio;8447;17;51;46;361;508;Servicios;6,01
3;Alicante/Alacant;San Fulgencio;8447;17;49;48;353;500;Servicios;5,92
4;Alicante/Alacant;San Fulgencio;8447;17;49;47;350;496;Servicios;5,87
5;Alicante/Alacant;San Fulgencio;8447;18;51;48;331;481;Servicios;5,69
6;Alicante/Alacant;San Fulgencio;8447;17;50;50;320;470;Servicios;5,56
7;Alicante/Alacant;San Fulgencio;8447;16;49;48;310;455;Servicios;5,39
8;Alicante/Alacant;San Fulgencio;8447;17;48;48;304;448;Servicios;5,3
9;Alicante/Alacant;San Fulgencio;8447;13;45;45;307;442;Servicios;5,23
10;Alicante/Alacant;San Fulgencio;8447;12;48;40;310;443;Servicios;5,24
11;Alicante/Alacant;San Fulgencio;8447;11;43;40;291;413;Servicios;4,89
12;Alicante/Alacant;San Fulgencio;8447;11;46;40;280;405;Servicios;4,79
1;Alicante/Alacant;San Isidro;2146;8;48;19;139;230;Servicios;10,72
2;Alicante/Alacant;San Isidro;2146;10;48;19;139;231;Servicios;10,76
3;Alicante/Alacant;San Isidro;2146;11;54;19;137;236;Servicios;11
4;Alicante/Alacant;San Isidro;2146;11;55;17;138;236;Servicios;11
5;Alicante/Alacant;San Isidro;2146;15;54;17;136;239;Servicios;11,14
6;Alicante/Alacant;San Isidro;2146;13;51;17;136;234;Servicios;10,9
7;Alicante/Alacant;San Isidro;2146;10;49;19;137;228;Servicios;10,62
8;Alicante/Alacant;San Isidro;2146;10;55;19;144;240;Servicios;11,18
9;Alicante/Alacant;San Isidro;2146;10;53;17;139;231;Servicios;10,76
10;Alicante/Alacant;San Isidro;2146;10;47;17;137;225;Servicios;10,48
11;Alicante/Alacant;San Isidro;2146;9;43;16;133;212;Servicios;9,88
12;Alicante/Alacant;San Isidro;2146;9;44;14;131;207;Servicios;9,65
1;Alicante/Alacant;San Miguel de Salinas;6553;22;24;65;332;475;Servicios;7,25
2;Alicante/Alacant;San Miguel de Salinas;6553;22;23;66;334;476;Servicios;7,26
3;Alicante/Alacant;San Miguel de Salinas;6553;22;24;65;313;455;Servicios;6,94
4;Alicante/Alacant;San Miguel de Salinas;6553;21;23;68;318;461;Servicios;7,03
5;Alicante/Alacant;San Miguel de Salinas;6553;20;22;61;308;441;Servicios;6,73
6;Alicante/Alacant;San Miguel de Salinas;6553;16;19;57;278;398;Servicios;6,07
7;Alicante/Alacant;San Miguel de Salinas;6553;16;18;61;272;395;Servicios;6,03
8;Alicante/Alacant;San Miguel de Salinas;6553;18;19;66;283;413;Servicios;6,3
9;Alicante/Alacant;San Miguel de Salinas;6553;18;20;65;277;406;Servicios;6,2
10;Alicante/Alacant;San Miguel de Salinas;6553;16;18;60;289;411;Servicios;6,27
11;Alicante/Alacant;San Miguel de Salinas;6553;13;14;50;277;378;Servicios;5,77
12;Alicante/Alacant;San Miguel de Salinas;6553;13;13;50;262;360;Servicios;5,49
1;Alicante/Alacant;San Vicente del Raspeig/Sant Vicent del Raspeig;58912;87;408;514;4068;5429;Servicios;9,22
2;Alicante/Alacant;San Vicente del Raspeig/Sant Vicent del Raspeig;58912;85;410;505;4145;5502;Servicios;9,34
3;Alicante/Alacant;San Vicente del Raspeig/Sant Vicent del Raspeig;58912;87;392;501;4097;5438;Servicios;9,23
4;Alicante/Alacant;San Vicente del Raspeig/Sant Vicent del Raspeig;58912;87;407;498;4116;5473;Servicios;9,29
5;Alicante/Alacant;San Vicente del Raspeig/Sant Vicent del Raspeig;58912;87;388;480;4007;5317;Servicios;9,03
6;Alicante/Alacant;San Vicente del Raspeig/Sant Vicent del Raspeig;58912;85;362;471;3917;5203;Servicios;8,83
7;Alicante/Alacant;San Vicente del Raspeig/Sant Vicent del Raspeig;58912;87;361;479;3816;5107;Servicios;8,67
8;Alicante/Alacant;San Vicente del Raspeig/Sant Vicent del Raspeig;58912;88;366;499;3816;5137;Servicios;8,72
9;Alicante/Alacant;San Vicente del Raspeig/Sant Vicent del Raspeig;58912;89;365;478;3747;5069;Servicios;8,6
10;Alicante/Alacant;San Vicente del Raspeig/Sant Vicent del Raspeig;58912;87;395;501;3791;5162;Servicios;8,76
11;Alicante/Alacant;San Vicente del Raspeig/Sant Vicent del Raspeig;58912;82;364;459;3616;4885;Servicios;8,29
12;Alicante/Alacant;San Vicente del Raspeig/Sant Vicent del Raspeig;58912;76;360;466;3484;4705;Servicios;7,99
1;Alicante/Alacant;Sanet y Negrals;702;0;4;6;21;32;Servicios;4,56
2;Alicante/Alacant;Sanet y Negrals;702;0;3;6;18;28;Servicios;3,99
3;Alicante/Alacant;Sanet y Negrals;702;0;3;5;23;32;Servicios;4,56
4;Alicante/Alacant;Sanet y Negrals;702;0;4;5;24;35;Servicios;4,99
5;Alicante/Alacant;Sanet y Negrals;702;0;3;6;27;38;Servicios;5,41
6;Alicante/Alacant;Sanet y Negrals;702;0;3;5;29;39;Servicios;5,56
7;Alicante/Alacant;Sanet y Negrals;702;0;3;5;26;36;Servicios;5,13
8;Alicante/Alacant;Sanet y Negrals;702;0;4;4;24;34;Servicios;4,84
9;Alicante/Alacant;Sanet y Negrals;702;0;3;5;23;33;Servicios;4,7
10;Alicante/Alacant;Sanet y Negrals;702;0;3;4;19;27;Servicios;3,85
11;Alicante/Alacant;Sanet y Negrals;702;0;3;4;17;25;Servicios;3,56
12;Alicante/Alacant;Sanet y Negrals;702;0;4;4;17;26;Servicios;3,7
1;Alicante/Alacant;Sant Joan d'Alacant;24363;31;103;182;1626;2059;Servicios;8,45
2;Alicante/Alacant;Sant Joan d'Alacant;24363;30;98;183;1665;2098;Servicios;8,61
3;Alicante/Alacant;Sant Joan d'Alacant;24363;27;94;187;1613;2041;Servicios;8,38
4;Alicante/Alacant;Sant Joan d'Alacant;24363;29;95;180;1608;2034;Servicios;8,35
5;Alicante/Alacant;Sant Joan d'Alacant;24363;26;89;173;1559;1958;Servicios;8,04
6;Alicante/Alacant;Sant Joan d'Alacant;24363;27;83;178;1499;1905;Servicios;7,82
7;Alicante/Alacant;Sant Joan d'Alacant;24363;30;77;176;1441;1838;Servicios;7,54
8;Alicante/Alacant;Sant Joan d'Alacant;24363;29;79;179;1446;1851;Servicios;7,6
9;Alicante/Alacant;Sant Joan d'Alacant;24363;29;70;172;1417;1804;Servicios;7,4
10;Alicante/Alacant;Sant Joan d'Alacant;24363;30;75;175;1423;1828;Servicios;7,5
11;Alicante/Alacant;Sant Joan d'Alacant;24363;26;65;167;1339;1701;Servicios;6,98
12;Alicante/Alacant;Sant Joan d'Alacant;24363;24;72;173;1261;1615;Servicios;6,63
1;Alicante/Alacant;Santa Pola;34148;38;323;233;2652;3421;Servicios;10,02
2;Alicante/Alacant;Santa Pola;34148;45;330;236;2715;3500;Servicios;10,25
3;Alicante/Alacant;Santa Pola;34148;30;324;232;2579;3337;Servicios;9,77
4;Alicante/Alacant;Santa Pola;34148;32;341;240;2589;3376;Servicios;9,89
5;Alicante/Alacant;Santa Pola;34148;33;350;232;2460;3236;Servicios;9,48
6;Alicante/Alacant;Santa Pola;34148;30;312;226;2306;3033;Servicios;8,88
7;Alicante/Alacant;Santa Pola;34148;30;291;227;2159;2856;Servicios;8,36
8;Alicante/Alacant;Santa Pola;34148;28;303;235;2185;2901;Servicios;8,5
9;Alicante/Alacant;Santa Pola;34148;29;302;244;2290;3018;Servicios;8,84
10;Alicante/Alacant;Santa Pola;34148;40;311;243;2437;3178;Servicios;9,31
11;Alicante/Alacant;Santa Pola;34148;36;305;220;2351;3044;Servicios;8,91
12;Alicante/Alacant;Santa Pola;34148;30;297;217;2200;2855;Servicios;8,36
1;Alicante/Alacant;Sax;9935;45;299;44;469;963;Servicios;9,69
2;Alicante/Alacant;Sax;9935;52;299;46;474;976;Servicios;9,82
3;Alicante/Alacant;Sax;9935;54;295;43;461;960;Servicios;9,66
4;Alicante/Alacant;Sax;9935;50;289;45;447;937;Servicios;9,43
5;Alicante/Alacant;Sax;9935;41;269;44;439;899;Servicios;9,05
6;Alicante/Alacant;Sax;9935;45;259;40;451;908;Servicios;9,14
7;Alicante/Alacant;Sax;9935;55;258;47;462;937;Servicios;9,43
8;Alicante/Alacant;Sax;9935;53;280;55;472;983;Servicios;9,89
9;Alicante/Alacant;Sax;9935;56;284;53;473;984;Servicios;9,9
10;Alicante/Alacant;Sax;9935;52;280;55;439;940;Servicios;9,46
11;Alicante/Alacant;Sax;9935;45;265;53;410;882;Servicios;8,88
12;Alicante/Alacant;Sax;9935;46;264;58;398;860;Servicios;8,66
1;Alicante/Alacant;Sella;578;2;3;1;19;27;Servicios;4,67
2;Alicante/Alacant;Sella;578;3;3;3;18;29;Servicios;5,02
3;Alicante/Alacant;Sella;578;3;3;1;18;27;Servicios;4,67
4;Alicante/Alacant;Sella;578;3;3;1;20;29;Servicios;5,02
5;Alicante/Alacant;Sella;578;1;3;2;27;35;Servicios;6,06
6;Alicante/Alacant;Sella;578;1;3;0;25;31;Servicios;5,36
7;Alicante/Alacant;Sella;578;1;3;1;26;33;Servicios;5,71
8;Alicante/Alacant;Sella;578;1;3;0;25;31;Servicios;5,36
9;Alicante/Alacant;Sella;578;2;2;0;19;25;Servicios;4,33
10;Alicante/Alacant;Sella;578;1;2;1;18;24;Servicios;4,15
11;Alicante/Alacant;Sella;578;1;2;1;16;22;Servicios;3,81
12;Alicante/Alacant;Sella;578;1;2;1;17;23;Servicios;3,98
1;Alicante/Alacant;Senija;605;3;1;6;36;50;Servicios;8,26
2;Alicante/Alacant;Senija;605;3;2;5;37;53;Servicios;8,76
3;Alicante/Alacant;Senija;605;3;1;4;37;51;Servicios;8,43
4;Alicante/Alacant;Senija;605;3;1;5;35;51;Servicios;8,43
5;Alicante/Alacant;Senija;605;3;1;5;35;50;Servicios;8,26
6;Alicante/Alacant;Senija;605;4;1;5;39;56;Servicios;9,26
7;Alicante/Alacant;Senija;605;3;2;5;37;54;Servicios;8,93
8;Alicante/Alacant;Senija;605;3;2;6;37;55;Servicios;9,09
9;Alicante/Alacant;Senija;605;3;2;7;33;51;Servicios;8,43
10;Alicante/Alacant;Senija;605;3;2;7;33;51;Servicios;8,43
11;Alicante/Alacant;Senija;605;2;2;5;31;45;Servicios;7,44
12;Alicante/Alacant;Senija;605;2;2;6;31;44;Servicios;7,27
1;Alicante/Alacant;Tàrbena;642;3;0;4;26;33;Servicios;5,14
2;Alicante/Alacant;Tàrbena;642;3;0;3;28;34;Servicios;5,3
3;Alicante/Alacant;Tàrbena;642;3;0;3;29;35;Servicios;5,45
4;Alicante/Alacant;Tàrbena;642;2;0;3;35;40;Servicios;6,23
5;Alicante/Alacant;Tàrbena;642;2;0;3;44;49;Servicios;7,63
6;Alicante/Alacant;Tàrbena;642;3;0;2;43;48;Servicios;7,48
7;Alicante/Alacant;Tàrbena;642;3;0;2;42;47;Servicios;7,32
8;Alicante/Alacant;Tàrbena;642;2;0;2;37;41;Servicios;6,39
9;Alicante/Alacant;Tàrbena;642;2;0;2;36;40;Servicios;6,23
10;Alicante/Alacant;Tàrbena;642;2;0;2;32;36;Servicios;5,61
11;Alicante/Alacant;Tàrbena;642;2;0;1;29;32;Servicios;4,98
12;Alicante/Alacant;Tàrbena;642;2;0;4;25;31;Servicios;4,83
1;Alicante/Alacant;Teulada;11466;18;20;82;610;765;Servicios;6,67
2;Alicante/Alacant;Teulada;11466;19;26;82;624;784;Servicios;6,84
3;Alicante/Alacant;Teulada;11466;19;24;78;608;759;Servicios;6,62
4;Alicante/Alacant;Teulada;11466;19;22;80;603;765;Servicios;6,67
5;Alicante/Alacant;Teulada;11466;19;22;76;546;706;Servicios;6,16
6;Alicante/Alacant;Teulada;11466;19;15;75;487;634;Servicios;5,53
7;Alicante/Alacant;Teulada;11466;19;16;74;442;587;Servicios;5,12
8;Alicante/Alacant;Teulada;11466;14;20;78;424;571;Servicios;4,98
9;Alicante/Alacant;Teulada;11466;15;20;74;435;577;Servicios;5,03
10;Alicante/Alacant;Teulada;11466;24;24;73;461;615;Servicios;5,36
11;Alicante/Alacant;Teulada;11466;26;25;57;438;573;Servicios;5
12;Alicante/Alacant;Teulada;11466;26;25;54;439;570;Servicios;4,97
1;Alicante/Alacant;Tibi;1691;2;32;5;62;104;Servicios;6,15
2;Alicante/Alacant;Tibi;1691;2;33;5;61;103;Servicios;6,09
3;Alicante/Alacant;Tibi;1691;2;32;5;59;102;Servicios;6,03
4;Alicante/Alacant;Tibi;1691;2;33;5;59;103;Servicios;6,09
5;Alicante/Alacant;Tibi;1691;3;29;5;72;114;Servicios;6,74
6;Alicante/Alacant;Tibi;1691;3;33;4;71;117;Servicios;6,92
7;Alicante/Alacant;Tibi;1691;3;30;5;74;117;Servicios;6,92
8;Alicante/Alacant;Tibi;1691;3;31;5;78;121;Servicios;7,16
9;Alicante/Alacant;Tibi;1691;4;26;5;80;120;Servicios;7,1
10;Alicante/Alacant;Tibi;1691;4;25;3;79;116;Servicios;6,86
11;Alicante/Alacant;Tibi;1691;4;27;3;71;109;Servicios;6,45
12;Alicante/Alacant;Tibi;1691;1;30;3;64;102;Servicios;6,03
1;Alicante/Alacant;Tollos;37;0;0;0;3;3;Servicios;8,11
2;Alicante/Alacant;Tollos;37;0;0;0;3;3;Servicios;8,11
3;Alicante/Alacant;Tollos;37;0;0;0;3;3;Servicios;8,11
4;Alicante/Alacant;Tollos;37;0;0;0;3;3;Servicios;8,11
5;Alicante/Alacant;Tollos;37;0;0;0;3;3;Servicios;8,11
6;Alicante/Alacant;Tollos;37;0;0;0;7;7;Servicios;18,92
7;Alicante/Alacant;Tollos;37;0;0;0;8;8;Servicios;21,62
8;Alicante/Alacant;Tollos;37;0;0;0;8;8;Servicios;21,62
9;Alicante/Alacant;Tollos;37;0;0;0;9;9;Servicios;24,32
10;Alicante/Alacant;Tollos;37;0;0;0;4;4;Servicios;10,81
11;Alicante/Alacant;Tollos;37;0;0;0;3;3;Servicios;8,11
12;Alicante/Alacant;Tollos;37;0;0;0;2;2;Servicios;5,41
1;Alicante/Alacant;Tormos;327;0;0;2;10;12;Servicios;3,67
2;Alicante/Alacant;Tormos;327;0;0;2;10;12;Servicios;3,67
3;Alicante/Alacant;Tormos;327;0;0;2;11;13;Servicios;3,98
4;Alicante/Alacant;Tormos;327;0;0;2;11;13;Servicios;3,98
5;Alicante/Alacant;Tormos;327;0;0;2;16;18;Servicios;5,5
6;Alicante/Alacant;Tormos;327;0;0;2;15;17;Servicios;5,2
7;Alicante/Alacant;Tormos;327;0;1;2;15;18;Servicios;5,5
8;Alicante/Alacant;Tormos;327;0;1;2;15;18;Servicios;5,5
9;Alicante/Alacant;Tormos;327;0;1;1;16;18;Servicios;5,5
10;Alicante/Alacant;Tormos;327;0;1;1;12;14;Servicios;4,28
11;Alicante/Alacant;Tormos;327;0;1;1;10;12;Servicios;3,67
12;Alicante/Alacant;Tormos;327;0;1;1;11;13;Servicios;3,98
1;Alicante/Alacant;Torremanzanas/Torre de les Maçanes, la;681;5;14;3;30;52;Servicios;7,64
2;Alicante/Alacant;Torremanzanas/Torre de les Maçanes, la;681;6;16;2;34;59;Servicios;8,66
3;Alicante/Alacant;Torremanzanas/Torre de les Maçanes, la;681;5;17;2;30;55;Servicios;8,08
4;Alicante/Alacant;Torremanzanas/Torre de les Maçanes, la;681;5;18;3;36;63;Servicios;9,25
5;Alicante/Alacant;Torremanzanas/Torre de les Maçanes, la;681;5;16;3;33;58;Servicios;8,52
6;Alicante/Alacant;Torremanzanas/Torre de les Maçanes, la;681;5;12;3;34;55;Servicios;8,08
7;Alicante/Alacant;Torremanzanas/Torre de les Maçanes, la;681;5;10;2;34;52;Servicios;7,64
8;Alicante/Alacant;Torremanzanas/Torre de les Maçanes, la;681;5;9;2;34;51;Servicios;7,49
9;Alicante/Alacant;Torremanzanas/Torre de les Maçanes, la;681;4;9;2;30;46;Servicios;6,75
10;Alicante/Alacant;Torremanzanas/Torre de les Maçanes, la;681;4;8;1;31;45;Servicios;6,61
11;Alicante/Alacant;Torremanzanas/Torre de les Maçanes, la;681;3;9;1;33;47;Servicios;6,9
12;Alicante/Alacant;Torremanzanas/Torre de les Maçanes, la;681;4;14;1;29;49;Servicios;7,2
1;Alicante/Alacant;Torrevieja;82842;255;427;1205;8379;10616;Servicios;12,81
2;Alicante/Alacant;Torrevieja;82842;266;430;1181;8540;10762;Servicios;12,99
3;Alicante/Alacant;Torrevieja;82842;253;402;1151;8345;10498;Servicios;12,67
4;Alicante/Alacant;Torrevieja;82842;255;410;1190;8205;10412;Servicios;12,57
5;Alicante/Alacant;Torrevieja;82842;243;389;1161;7860;10001;Servicios;12,07
6;Alicante/Alacant;Torrevieja;82842;239;350;1158;7298;9378;Servicios;11,32
7;Alicante/Alacant;Torrevieja;82842;250;326;1185;6818;8891;Servicios;10,73
8;Alicante/Alacant;Torrevieja;82842;251;325;1191;6803;8875;Servicios;10,71
9;Alicante/Alacant;Torrevieja;82842;244;360;1168;7196;9270;Servicios;11,19
10;Alicante/Alacant;Torrevieja;82842;251;373;1155;7308;9385;Servicios;11,33
11;Alicante/Alacant;Torrevieja;82842;222;344;1062;6951;8849;Servicios;10,68
12;Alicante/Alacant;Torrevieja;82842;194;324;1033;6579;8361;Servicios;10,09
1;Alicante/Alacant;Vall d'Alcalà, la;163;0;0;0;8;8;Servicios;4,91
2;Alicante/Alacant;Vall d'Alcalà, la;163;0;0;0;9;9;Servicios;5,52
3;Alicante/Alacant;Vall d'Alcalà, la;163;0;0;0;9;9;Servicios;5,52
4;Alicante/Alacant;Vall d'Alcalà, la;163;0;0;0;9;9;Servicios;5,52
5;Alicante/Alacant;Vall d'Alcalà, la;163;0;0;0;9;9;Servicios;5,52
6;Alicante/Alacant;Vall d'Alcalà, la;163;0;0;0;11;11;Servicios;6,75
7;Alicante/Alacant;Vall d'Alcalà, la;163;0;1;0;8;9;Servicios;5,52
8;Alicante/Alacant;Vall d'Alcalà, la;163;0;1;0;9;10;Servicios;6,13
9;Alicante/Alacant;Vall d'Alcalà, la;163;0;1;0;9;10;Servicios;6,13
10;Alicante/Alacant;Vall d'Alcalà, la;163;0;1;0;8;9;Servicios;5,52
11;Alicante/Alacant;Vall d'Alcalà, la;163;1;1;0;7;9;Servicios;5,52
12;Alicante/Alacant;Vall d'Alcalà, la;163;0;1;0;7;8;Servicios;4,91
1;Alicante/Alacant;Vall d'Ebo, la;204;0;0;2;15;17;Servicios;8,33
2;Alicante/Alacant;Vall d'Ebo, la;204;0;0;3;16;19;Servicios;9,31
3;Alicante/Alacant;Vall d'Ebo, la;204;0;0;3;15;18;Servicios;8,82
4;Alicante/Alacant;Vall d'Ebo, la;204;0;0;3;15;18;Servicios;8,82
5;Alicante/Alacant;Vall d'Ebo, la;204;0;0;3;15;19;Servicios;9,31
6;Alicante/Alacant;Vall d'Ebo, la;204;0;0;2;13;16;Servicios;7,84
7;Alicante/Alacant;Vall d'Ebo, la;204;0;0;2;13;16;Servicios;7,84
8;Alicante/Alacant;Vall d'Ebo, la;204;0;0;2;15;18;Servicios;8,82
9;Alicante/Alacant;Vall d'Ebo, la;204;0;0;2;16;19;Servicios;9,31
10;Alicante/Alacant;Vall d'Ebo, la;204;0;0;2;10;13;Servicios;6,37
11;Alicante/Alacant;Vall d'Ebo, la;204;0;0;2;8;10;Servicios;4,9
12;Alicante/Alacant;Vall d'Ebo, la;204;0;0;1;7;8;Servicios;3,92
1;Alicante/Alacant;Vall de Gallinera;557;4;2;2;21;30;Servicios;5,39
2;Alicante/Alacant;Vall de Gallinera;557;4;2;2;21;30;Servicios;5,39
3;Alicante/Alacant;Vall de Gallinera;557;4;2;2;24;33;Servicios;5,92
4;Alicante/Alacant;Vall de Gallinera;557;5;2;2;24;34;Servicios;6,1
5;Alicante/Alacant;Vall de Gallinera;557;5;4;2;34;46;Servicios;8,26
6;Alicante/Alacant;Vall de Gallinera;557;5;3;3;36;48;Servicios;8,62
7;Alicante/Alacant;Vall de Gallinera;557;4;2;3;36;46;Servicios;8,26
8;Alicante/Alacant;Vall de Gallinera;557;4;1;3;35;44;Servicios;7,9
9;Alicante/Alacant;Vall de Gallinera;557;5;1;3;35;45;Servicios;8,08
10;Alicante/Alacant;Vall de Gallinera;557;6;1;4;30;42;Servicios;7,54
11;Alicante/Alacant;Vall de Gallinera;557;3;1;3;26;34;Servicios;6,1
12;Alicante/Alacant;Vall de Gallinera;557;2;1;3;24;30;Servicios;5,39
1;Alicante/Alacant;Vall de Laguar, la;843;1;2;2;52;58;Servicios;6,88
2;Alicante/Alacant;Vall de Laguar, la;843;0;2;2;53;58;Servicios;6,88
3;Alicante/Alacant;Vall de Laguar, la;843;0;2;2;52;57;Servicios;6,76
4;Alicante/Alacant;Vall de Laguar, la;843;1;2;2;55;60;Servicios;7,12
5;Alicante/Alacant;Vall de Laguar, la;843;1;2;3;57;63;Servicios;7,47
6;Alicante/Alacant;Vall de Laguar, la;843;1;2;3;51;57;Servicios;6,76
7;Alicante/Alacant;Vall de Laguar, la;843;1;3;3;51;58;Servicios;6,88
8;Alicante/Alacant;Vall de Laguar, la;843;1;4;3;47;55;Servicios;6,52
9;Alicante/Alacant;Vall de Laguar, la;843;1;3;3;43;50;Servicios;5,93
10;Alicante/Alacant;Vall de Laguar, la;843;1;2;3;45;51;Servicios;6,05
11;Alicante/Alacant;Vall de Laguar, la;843;1;2;3;40;46;Servicios;5,46
12;Alicante/Alacant;Vall de Laguar, la;843;0;2;2;41;45;Servicios;5,34
1;Alicante/Alacant;Verger, el;4841;11;22;64;320;444;Servicios;9,17
2;Alicante/Alacant;Verger, el;4841;11;22;69;332;461;Servicios;9,52
3;Alicante/Alacant;Verger, el;4841;11;21;67;330;455;Servicios;9,4
4;Alicante/Alacant;Verger, el;4841;13;19;66;326;450;Servicios;9,3
5;Alicante/Alacant;Verger, el;4841;12;15;64;318;433;Servicios;8,94
6;Alicante/Alacant;Verger, el;4841;11;14;65;299;413;Servicios;8,53
7;Alicante/Alacant;Verger, el;4841;11;11;61;284;390;Servicios;8,06
8;Alicante/Alacant;Verger, el;4841;12;13;65;281;393;Servicios;8,12
9;Alicante/Alacant;Verger, el;4841;10;13;61;287;394;Servicios;8,14
10;Alicante/Alacant;Verger, el;4841;8;12;61;298;402;Servicios;8,3
11;Alicante/Alacant;Verger, el;4841;8;11;55;275;368;Servicios;7,6
12;Alicante/Alacant;Verger, el;4841;8;9;48;266;349;Servicios;7,21
1;Alicante/Alacant;Villajoyosa/Vila Joiosa, la;34684;80;242;408;3308;4305;Servicios;12,41
2;Alicante/Alacant;Villajoyosa/Vila Joiosa, la;34684;104;261;407;3417;4468;Servicios;12,88
3;Alicante/Alacant;Villajoyosa/Vila Joiosa, la;34684;90;250;383;3264;4288;Servicios;12,36
4;Alicante/Alacant;Villajoyosa/Vila Joiosa, la;34684;85;245;370;3192;4207;Servicios;12,13
